p1_games,p2_games,p1_score,p2_score,p1_points_won,p2_points_won,p1_break_pt_won,p2_break_pt_won,server_1,server_2,point_victor_1,point_victor_2,momentum,impetus
1,0,0.0,40.0,70,55,0,0,0,1,1,0,1.0,15
1,0,15.0,40.0,70,56,0,0,0,1,0,1,1.0,14
1,1,0.0,0.0,70,57,0,0,1,0,0,1,1.0,13
1,1,0.0,15.0,71,57,0,0,1,0,1,0,2.0,14
1,1,15.0,15.0,71,58,0,0,1,0,0,1,1.0,13
1,1,15.0,30.0,72,58,0,0,1,0,1,0,2.0,14
1,1,30.0,30.0,72,59,0,0,1,0,0,1,2.0,13
1,1,30.0,40.0,72,60,0,1,1,0,0,1,1.0,12
1,2,0.0,0.0,72,61,0,0,0,1,0,1,1.0,11
1,2,0.0,15.0,73,61,0,0,0,1,1,0,1.0,12
1,2,15.0,15.0,74,61,0,0,0,1,1,0,2.0,13
1,2,30.0,15.0,75,61,0,0,0,1,1,0,3.0,14
1,2,40.0,15.0,76,61,1,0,0,1,1,0,4.0,15
2,2,0.0,0.0,77,61,0,0,1,0,1,0,4.0,16
2,2,15.0,0.0,78,61,0,0,1,0,1,0,4.0,17
2,2,30.0,0.0,79,61,0,0,1,0,1,0,4.0,18
2,2,40.0,0.0,80,61,0,0,1,0,1,0,4.0,19
3,2,0.0,0.0,80,62,0,0,0,1,0,1,3.0,18
3,2,0.0,15.0,80,63,0,0,0,1,0,1,2.0,17
3,2,0.0,30.0,80,64,0,0,0,1,0,1,1.0,16
3,2,0.0,40.0,81,64,0,0,0,1,1,0,1.0,17
3,2,15.0,40.0,81,65,0,0,0,1,0,1,1.0,16
3,3,0.0,0.0,82,65,0,0,1,0,1,0,2.0,17
3,3,15.0,0.0,83,65,0,0,1,0,1,0,3.0,18
3,3,30.0,0.0,84,65,0,0,1,0,1,0,3.0,19
3,3,40.0,0.0,85,65,0,0,1,0,1,0,4.0,20
4,3,0.0,0.0,85,66,0,0,0,1,0,1,3.0,19
4,3,0.0,15.0,86,66,0,0,0,1,1,0,3.0,20
4,3,15.0,15.0,86,67,0,0,0,1,0,1,2.0,19
4,3,15.0,30.0,86,68,0,0,0,1,0,1,1.0,18
4,3,15.0,40.0,86,69,0,0,0,1,0,1,1.0,17
4,4,0.0,0.0,87,69,0,0,1,0,1,0,1.0,18
4,4,15.0,0.0,88,69,0,0,1,0,1,0,2.0,19
4,4,30.0,0.0,89,69,0,0,1,0,1,0,3.0,20
4,4,40.0,0.0,90,69,0,0,1,0,1,0,4.0,21
5,4,0.0,0.0,90,70,0,0,0,1,0,1,3.0,20
5,4,0.0,15.0,90,71,0,0,0,1,0,1,2.0,19
5,4,0.0,30.0,90,72,0,0,0,1,0,1,1.0,18
5,4,0.0,40.0,90,73,0,0,0,1,0,1,0.0,17
5,5,0.0,0.0,91,73,0,0,1,0,1,0,1.0,18
5,5,15.0,0.0,92,73,0,0,1,0,1,0,2.0,19
5,5,30.0,0.0,93,73,0,0,1,0,1,0,3.0,20
5,5,40.0,0.0,93,74,0,0,1,0,0,1,3.0,19
5,5,40.0,15.0,93,75,0,0,1,0,0,1,2.0,18
5,5,40.0,30.0,94,75,0,0,1,0,1,0,2.0,19
6,5,0.0,0.0,94,76,0,0,0,1,0,1,1.0,18
6,5,0.0,15.0,95,76,0,0,0,1,1,0,2.0,19
6,5,15.0,15.0,96,76,0,0,0,1,1,0,3.0,20
6,5,30.0,15.0,96,77,0,0,0,1,0,1,2.0,19
6,5,30.0,30.0,96,78,0,0,0,1,0,1,2.0,18
6,5,30.0,40.0,96,79,0,0,0,1,0,1,1.0,17
6,6,0.0,0.0,97,79,0,0,1,0,1,0,1.0,18
6,6,15.0,0.0,97,80,0,0,0,1,0,1,1.0,17
6,6,15.0,15.0,98,80,0,0,0,1,1,0,2.0,18
6,6,30.0,15.0,99,80,0,0,1,0,1,0,3.0,19
6,6,41.32,15.0,100,80,0,0,1,0,1,0,3.0,20
6,6,41.32,15.0,100,81,0,0,0,1,0,1,3.0,19
6,6,41.32,30.0,100,82,0,0,0,1,0,1,2.0,18
6,6,41.32,41.32,101,82,0,0,1,0,1,0,2.0,19
6,6,41.32,41.32,101,83,0,0,1,0,0,1,1.0,18
6,6,41.32,41.32,101,84,0,0,0,1,0,1,1.0,17
6,6,41.32,41.32,101,85,0,0,0,1,0,1,1.0,16
6,6,41.32,41.32,101,86,0,0,1,0,0,1,0.0,15
0,0,0.0,0.0,101,87,0,0,0,1,0,1,0.0,14
0,0,0.0,15.0,102,87,0,0,0,1,1,0,1.0,15
0,0,15.0,15.0,102,88,0,0,0,1,0,1,1.0,14
0,0,15.0,30.0,102,89,0,0,0,1,0,1,1.0,13
0,0,15.0,40.0,102,90,0,0,0,1,0,1,1.0,12
0,1,0.0,0.0,103,90,0,0,1,0,1,0,1.0,13
0,1,15.0,0.0,104,90,0,0,1,0,1,0,2.0,14
0,1,30.0,0.0,104,91,0,0,1,0,0,1,2.0,13
0,1,30.0,15.0,105,91,0,0,1,0,1,0,3.0,14
0,1,40.0,15.0,106,91,0,0,1,0,1,0,3.0,15
1,1,0.0,0.0,106,92,0,0,0,1,0,1,2.0,14
1,1,0.0,15.0,106,93,0,0,0,1,0,1,2.0,13
1,1,0.0,30.0,106,94,0,0,0,1,0,1,1.0,12
1,1,0.0,40.0,107,94,0,0,0,1,1,0,1.0,13
1,1,15.0,40.0,107,95,0,0,0,1,0,1,1.0,12
1,2,0.0,0.0,107,96,0,0,1,0,0,1,1.0,11
1,2,0.0,15.0,107,97,0,0,1,0,0,1,1.0,10
1,2,0.0,30.0,107,98,0,0,1,0,0,1,0.0,9
1,2,0.0,40.0,108,98,0,0,1,0,1,0,1.0,10
1,2,15.0,40.0,109,98,0,0,1,0,1,0,2.0,11
1,2,30.0,40.0,110,98,0,0,1,0,1,0,3.0,12
1,2,40.0,40.0,111,98,0,0,1,0,1,0,4.0,13
1,2,50.0,40.0,112,98,0,0,1,0,1,0,4.0,14
2,2,0.0,0.0,113,98,0,0,0,1,1,0,4.0,15
2,2,15.0,0.0,113,99,0,0,0,1,0,1,3.0,14
2,2,15.0,15.0,114,99,0,0,0,1,1,0,3.0,15
2,2,30.0,15.0,114,100,0,0,0,1,0,1,2.0,14
2,2,30.0,30.0,114,101,0,0,0,1,0,1,1.0,13
2,2,30.0,40.0,115,101,0,0,0,1,1,0,2.0,14
2,2,40.0,40.0,116,101,0,0,0,1,1,0,2.0,15
2,2,50.0,40.0,116,102,0,0,0,1,0,1,2.0,14
2,2,40.0,40.0,116,103,0,0,0,1,0,1,2.0,13
2,2,40.0,50.0,117,103,0,0,0,1,1,0,2.0,14
2,2,40.0,40.0,117,104,0,0,0,1,0,1,1.0,13
2,2,40.0,50.0,117,105,0,0,0,1,0,1,1.0,12
2,3,0.0,0.0,118,105,0,0,1,0,1,0,2.0,13
2,3,15.0,0.0,119,105,0,0,1,0,1,0,2.0,14
2,3,30.0,0.0,120,105,0,0,1,0,1,0,3.0,15
2,3,40.0,0.0,120,106,0,0,1,0,0,1,3.0,14
2,3,40.0,15.0,121,106,0,0,1,0,1,0,3.0,15
3,3,0.0,0.0,122,106,0,0,0,1,1,0,3.0,16
3,3,15.0,0.0,123,106,0,0,0,1,1,0,3.0,17
3,3,30.0,0.0,123,107,0,0,0,1,0,1,3.0,16
3,3,30.0,15.0,124,107,0,0,0,1,1,0,3.0,17
3,3,40.0,15.0,124,108,0,0,0,1,0,1,2.0,16
3,3,40.0,30.0,124,109,0,0,0,1,0,1,1.0,15
3,3,40.0,40.0,124,110,0,0,0,1,0,1,1.0,14
3,3,40.0,50.0,125,110,0,0,0,1,1,0,1.0,15
3,3,40.0,40.0,125,111,0,0,0,1,0,1,1.0,14
3,3,40.0,50.0,125,112,0,0,0,1,0,1,1.0,13
3,4,0.0,0.0,126,112,0,0,1,0,1,0,2.0,14
3,4,15.0,0.0,127,112,0,0,1,0,1,0,2.0,15
3,4,30.0,0.0,128,112,0,0,1,0,1,0,3.0,16
3,4,40.0,0.0,128,113,0,0,1,0,0,1,3.0,15
3,4,40.0,15.0,128,114,0,0,1,0,0,1,2.0,14
3,4,40.0,30.0,129,114,0,0,1,0,1,0,2.0,15
4,4,0.0,0.0,129,115,0,0,0,1,0,1,1.0,14
4,4,0.0,15.0,129,116,0,0,0,1,0,1,1.0,13
4,4,0.0,30.0,129,117,0,0,0,1,0,1,1.0,12
4,4,0.0,40.0,129,118,0,0,0,1,0,1,0.0,11
4,5,0.0,0.0,129,119,0,0,1,0,0,1,0.0,10
4,5,0.0,15.0,130,119,0,0,1,0,1,0,1.0,11
4,5,15.0,15.0,131,119,0,0,1,0,1,0,2.0,12
4,5,30.0,15.0,132,119,0,0,1,0,1,0,3.0,13
4,5,40.0,15.0,132,120,0,0,1,0,0,1,3.0,12
4,5,40.0,30.0,132,121,0,0,1,0,0,1,2.0,11
4,5,40.0,40.0,133,121,0,0,1,0,1,0,2.0,12
4,5,50.0,40.0,133,122,0,0,1,0,0,1,1.0,11
4,5,40.0,40.0,134,122,0,0,1,0,1,0,2.0,12
4,5,50.0,40.0,135,122,0,0,1,0,1,0,3.0,13
5,5,0.0,0.0,135,123,0,0,0,1,0,1,2.0,12
5,5,0.0,15.0,135,124,0,0,0,1,0,1,2.0,11
5,5,0.0,30.0,135,125,0,0,0,1,0,1,1.0,10
5,5,0.0,40.0,135,126,0,0,0,1,0,1,0.0,9
5,6,0.0,0.0,135,127,0,0,1,0,0,1,0.0,8
5,6,0.0,15.0,136,127,0,0,1,0,1,0,1.0,9
5,6,15.0,15.0,136,128,0,0,1,0,0,1,1.0,8
5,6,15.0,30.0,137,128,0,0,1,0,1,0,2.0,9
5,6,30.0,30.0,138,128,0,0,1,0,1,0,3.0,10
5,6,40.0,30.0,139,128,0,0,1,0,1,0,3.0,11
6,6,0.0,0.0,139,129,0,0,0,1,0,1,3.0,10
6,6,0.0,15.0,140,129,0,0,1,0,1,0,3.0,11
6,6,15.0,15.0,140,130,0,0,1,0,0,1,2.0,10
6,6,15.0,30.0,140,131,0,0,0,1,0,1,1.0,9
6,6,15.0,41.32,140,132,0,0,0,1,0,1,1.0,8
6,6,15.0,41.32,141,132,0,0,1,0,1,0,1.0,9
6,6,30.0,41.32,141,133,0,0,1,0,0,1,1.0,8
6,6,30.0,41.32,141,134,0,0,0,1,0,1,1.0,7
6,6,30.0,41.32,142,134,0,0,0,1,1,0,2.0,8
6,6,41.32,41.32,143,134,0,0,1,0,1,0,2.0,9
6,6,41.32,41.32,144,134,0,0,1,0,1,0,3.0,10
6,6,41.32,41.32,145,134,0,0,0,1,1,0,4.0,11
6,6,41.32,41.32,145,135,0,0,0,1,0,1,3.0,10
6,6,41.32,41.32,146,135,0,0,1,0,1,0,3.0,11
6,6,41.32,41.32,147,135,0,0,1,0,1,0,3.0,12
6,6,41.32,41.32,147,136,0,0,0,1,0,1,2.0,11
6,6,41.32,41.32,147,137,0,0,0,1,0,1,2.0,10
6,6,41.32,41.32,148,137,0,0,1,0,1,0,2.0,11
6,6,41.32,41.32,148,138,0,0,1,0,0,1,1.0,10
6,6,41.32,41.32,148,139,0,0,0,1,0,1,1.0,9
0,0,0.0,0.0,149,139,0,0,1,0,1,0,2.0,10
0,0,15.0,0.0,150,139,0,0,1,0,1,0,2.0,11
0,0,30.0,0.0,151,139,0,0,1,0,1,0,3.0,12
0,0,40.0,0.0,151,140,0,0,1,0,0,1,3.0,11
0,0,40.0,15.0,152,140,0,0,1,0,1,0,3.0,12
1,0,0.0,0.0,152,141,0,0,0,1,0,1,2.0,11
1,0,0.0,15.0,153,141,0,0,0,1,1,0,2.0,12
1,0,15.0,15.0,153,142,0,0,0,1,0,1,2.0,11
1,0,15.0,30.0,154,142,0,0,0,1,1,0,2.0,12
1,0,30.0,30.0,154,143,0,0,0,1,0,1,2.0,11
1,0,30.0,40.0,154,144,0,0,0,1,0,1,1.0,10
1,1,0.0,0.0,154,145,0,0,1,0,0,1,1.0,9
1,1,0.0,15.0,155,145,0,0,1,0,1,0,1.0,10
1,1,15.0,15.0,156,145,0,0,1,0,1,0,2.0,11
1,1,30.0,15.0,156,146,0,0,1,0,0,1,2.0,10
1,1,30.0,30.0,157,146,0,0,1,0,1,0,3.0,11
1,1,40.0,30.0,158,146,0,0,1,0,1,0,3.0,12
2,1,0.0,0.0,158,147,0,0,0,1,0,1,2.0,11
2,1,0.0,15.0,158,148,0,0,0,1,0,1,2.0,10
2,1,0.0,30.0,158,149,0,0,0,1,0,1,1.0,9
2,1,0.0,40.0,159,149,0,0,0,1,1,0,1.0,10
2,1,15.0,40.0,159,150,0,0,0,1,0,1,1.0,9
2,2,0.0,0.0,160,150,0,0,1,0,1,0,2.0,10
2,2,15.0,0.0,161,150,0,0,1,0,1,0,3.0,11
2,2,30.0,0.0,162,150,0,0,1,0,1,0,3.0,12
2,2,40.0,0.0,163,150,0,0,1,0,1,0,4.0,13
3,2,0.0,0.0,164,150,0,0,0,1,1,0,4.0,14
3,2,15.0,0.0,165,150,0,0,0,1,1,0,4.0,15
3,2,30.0,0.0,165,151,0,0,0,1,0,1,3.0,14
3,2,30.0,15.0,165,152,0,0,0,1,0,1,2.0,13
3,2,30.0,30.0,166,152,0,0,0,1,1,0,2.0,14
3,2,40.0,30.0,166,153,0,0,0,1,0,1,1.0,13
3,2,40.0,40.0,167,153,0,0,0,1,1,0,2.0,14
3,2,50.0,40.0,168,153,1,0,0,1,1,0,3.0,15
4,2,0.0,0.0,169,153,0,0,1,0,1,0,3.0,16
4,2,15.0,0.0,170,153,0,0,1,0,1,0,4.0,17
4,2,30.0,0.0,171,153,0,0,1,0,1,0,4.0,18
4,2,40.0,0.0,171,154,0,0,1,0,0,1,3.0,17
4,2,40.0,15.0,172,154,0,0,1,0,1,0,3.0,18
5,2,0.0,0.0,173,154,0,0,0,1,1,0,3.0,19
5,2,15.0,0.0,173,155,0,0,0,1,0,1,2.0,18
5,2,15.0,15.0,174,155,0,0,0,1,1,0,3.0,19
5,2,30.0,15.0,175,155,0,0,0,1,1,0,3.0,20
5,2,40.0,15.0,175,156,0,0,0,1,0,1,2.0,19
5,2,40.0,30.0,176,156,1,0,0,1,1,0,3.0,20
0,0,0.0,0.0,1,0,0,0,1,0,1,0,3.0,1
0,0,15.0,0.0,1,1,0,0,1,0,0,1,2.0,0
0,0,15.0,15.0,1,2,0,0,1,0,0,1,2.0,-1
0,0,15.0,30.0,2,2,0,0,1,0,1,0,2.0,0
0,0,30.0,30.0,3,2,0,0,1,0,1,0,2.0,1
0,0,40.0,30.0,4,2,0,0,1,0,1,0,3.0,2
1,0,0.0,0.0,4,3,0,0,0,1,0,1,3.0,1
1,0,0.0,15.0,4,4,0,0,0,1,0,1,2.0,0
1,0,0.0,30.0,5,4,0,0,0,1,1,0,2.0,1
1,0,15.0,30.0,5,5,0,0,0,1,0,1,1.0,0
1,0,15.0,40.0,5,6,0,0,0,1,0,1,1.0,-1
1,1,0.0,0.0,6,6,0,0,1,0,1,0,2.0,0
1,1,15.0,0.0,7,6,0,0,1,0,1,0,2.0,1
1,1,30.0,0.0,7,7,0,0,1,0,0,1,2.0,0
1,1,30.0,15.0,8,7,0,0,1,0,1,0,3.0,1
1,1,40.0,15.0,9,7,0,0,1,0,1,0,3.0,2
2,1,0.0,0.0,9,8,0,0,0,1,0,1,2.0,1
2,1,0.0,15.0,9,9,0,0,0,1,0,1,2.0,0
2,1,0.0,30.0,10,9,0,0,0,1,1,0,2.0,1
2,1,15.0,30.0,10,10,0,0,0,1,0,1,1.0,0
2,1,15.0,40.0,10,11,0,0,0,1,0,1,1.0,-1
2,2,0.0,0.0,10,12,0,0,1,0,0,1,1.0,-2
2,2,0.0,15.0,11,12,0,0,1,0,1,0,1.0,-1
2,2,15.0,15.0,12,12,0,0,1,0,1,0,2.0,0
2,2,30.0,15.0,13,12,0,0,1,0,1,0,3.0,1
2,2,40.0,15.0,14,12,0,0,1,0,1,0,4.0,2
3,2,0.0,0.0,14,13,0,0,0,1,0,1,3.0,1
3,2,0.0,15.0,14,14,0,0,0,1,0,1,2.0,0
3,2,0.0,30.0,14,15,0,0,0,1,0,1,1.0,-1
3,2,0.0,40.0,15,15,0,0,0,1,1,0,1.0,0
3,2,15.0,40.0,16,15,0,0,0,1,1,0,2.0,1
3,2,30.0,40.0,17,15,0,0,0,1,1,0,3.0,2
3,2,40.0,40.0,17,16,0,0,0,1,0,1,3.0,1
3,2,40.0,50.0,18,16,0,0,0,1,1,0,3.0,2
3,2,40.0,40.0,19,16,0,0,0,1,1,0,3.0,3
3,2,50.0,40.0,19,17,0,0,0,1,0,1,2.0,2
3,2,40.0,40.0,20,17,0,0,0,1,1,0,3.0,3
3,2,50.0,40.0,21,17,1,0,0,1,1,0,3.0,4
4,2,0.0,0.0,22,17,0,0,1,0,1,0,3.0,5
4,2,15.0,0.0,22,18,0,0,1,0,0,1,3.0,4
4,2,15.0,15.0,22,19,0,0,1,0,0,1,2.0,3
4,2,15.0,30.0,23,19,0,0,1,0,1,0,2.0,4
4,2,30.0,30.0,23,20,0,0,1,0,0,1,1.0,3
4,2,30.0,40.0,23,21,0,1,1,0,0,1,1.0,2
4,3,0.0,0.0,23,22,0,0,0,1,0,1,1.0,1
4,3,0.0,15.0,23,23,0,0,0,1,0,1,0.0,0
4,3,0.0,30.0,23,24,0,0,0,1,0,1,0.0,-1
4,3,0.0,40.0,23,25,0,0,0,1,0,1,0.0,-2
4,4,0.0,0.0,23,26,0,0,1,0,0,1,0.0,-3
4,4,0.0,15.0,24,26,0,0,1,0,1,0,1.0,-2
4,4,15.0,15.0,25,26,0,0,1,0,1,0,2.0,-1
4,4,30.0,15.0,25,27,0,0,1,0,0,1,2.0,-2
4,4,30.0,30.0,25,28,0,0,1,0,0,1,2.0,-3
4,4,30.0,40.0,26,28,0,0,1,0,1,0,2.0,-2
4,4,40.0,40.0,27,28,0,0,1,0,1,0,2.0,-1
4,4,50.0,40.0,28,28,0,0,1,0,1,0,3.0,0
5,4,0.0,0.0,28,29,0,0,0,1,0,1,3.0,-1
5,4,0.0,15.0,28,30,0,0,0,1,0,1,2.0,-2
5,4,0.0,30.0,28,31,0,0,0,1,0,1,1.0,-3
5,4,0.0,40.0,29,31,0,0,0,1,1,0,1.0,-2
5,4,15.0,40.0,29,32,0,0,0,1,0,1,1.0,-3
5,5,0.0,0.0,30,32,0,0,1,0,1,0,2.0,-2
5,5,15.0,0.0,31,32,0,0,1,0,1,0,3.0,-1
5,5,30.0,0.0,32,32,0,0,1,0,1,0,3.0,0
5,5,40.0,0.0,33,32,0,0,1,0,1,0,4.0,1
6,5,0.0,0.0,34,32,0,0,0,1,1,0,4.0,2
6,5,15.0,0.0,34,33,0,0,0,1,0,1,3.0,1
6,5,15.0,15.0,34,34,0,0,0,1,0,1,2.0,0
6,5,15.0,30.0,34,35,0,0,0,1,0,1,1.0,-1
6,5,15.0,40.0,34,36,0,0,0,1,0,1,0.0,-2
6,6,0.0,0.0,35,36,0,0,1,0,1,0,1.0,-1
6,6,15.0,0.0,35,37,0,0,0,1,0,1,1.0,-2
6,6,15.0,15.0,36,37,0,0,0,1,1,0,2.0,-1
6,6,30.0,15.0,37,37,0,0,1,0,1,0,3.0,0
6,6,41.32,15.0,38,37,0,0,1,0,1,0,3.0,1
6,6,41.32,15.0,39,37,0,0,0,1,1,0,4.0,2
6,6,41.32,15.0,39,38,0,0,0,1,0,1,3.0,1
6,6,41.32,30.0,40,38,0,0,1,0,1,0,3.0,2
6,6,41.32,30.0,40,39,0,0,1,0,0,1,2.0,1
6,6,41.32,41.32,40,40,0,0,0,1,0,1,1.0,0
6,6,41.32,41.32,40,41,0,0,0,1,0,1,1.0,-1
6,6,41.32,41.32,41,41,0,0,1,0,1,0,1.0,0
0,0,0.0,0.0,41,42,0,0,0,1,0,1,1.0,-1
0,0,0.0,15.0,41,43,0,0,0,1,0,1,1.0,-2
0,0,0.0,30.0,41,44,0,0,0,1,0,1,1.0,-3
0,0,0.0,40.0,41,45,0,0,0,1,0,1,0.0,-4
0,1,0.0,0.0,42,45,0,0,1,0,1,0,1.0,-3
0,1,15.0,0.0,43,45,0,0,1,0,1,0,2.0,-2
0,1,30.0,0.0,44,45,0,0,1,0,1,0,3.0,-1
0,1,40.0,0.0,45,45,0,0,1,0,1,0,4.0,0
1,1,0.0,0.0,46,45,0,0,0,1,1,0,4.0,1
1,1,15.0,0.0,46,46,0,0,0,1,0,1,3.0,0
1,1,15.0,15.0,46,47,0,0,0,1,0,1,2.0,-1
1,1,15.0,30.0,47,47,0,0,0,1,1,0,2.0,0
1,1,30.0,30.0,47,48,0,0,0,1,0,1,1.0,-1
1,1,30.0,40.0,47,49,0,0,0,1,0,1,1.0,-2
1,2,0.0,0.0,48,49,0,0,1,0,1,0,2.0,-1
1,2,15.0,0.0,49,49,0,0,1,0,1,0,2.0,0
1,2,30.0,0.0,50,49,0,0,1,0,1,0,3.0,1
1,2,40.0,0.0,50,50,0,0,1,0,0,1,3.0,0
1,2,40.0,15.0,51,50,0,0,1,0,1,0,3.0,1
2,2,0.0,0.0,51,51,0,0,0,1,0,1,2.0,0
2,2,0.0,15.0,51,52,0,0,0,1,0,1,1.0,-1
2,2,0.0,30.0,51,53,0,0,0,1,0,1,1.0,-2
2,2,0.0,40.0,51,54,0,0,0,1,0,1,0.0,-3
2,3,0.0,0.0,52,54,0,0,1,0,1,0,1.0,-2
2,3,15.0,0.0,53,54,0,0,1,0,1,0,2.0,-1
2,3,30.0,0.0,54,54,0,0,1,0,1,0,3.0,0
2,3,40.0,0.0,55,54,0,0,1,0,1,0,4.0,1
3,3,0.0,0.0,56,54,0,0,0,1,1,0,4.0,2
3,3,15.0,0.0,57,54,0,0,0,1,1,0,4.0,3
3,3,30.0,0.0,57,55,0,0,0,1,0,1,3.0,2
3,3,30.0,15.0,57,56,0,0,0,1,0,1,2.0,1
3,3,30.0,30.0,57,57,0,0,0,1,0,1,1.0,0
3,3,30.0,40.0,57,58,0,0,0,1,0,1,0.0,-1
3,4,0.0,0.0,58,58,0,0,1,0,1,0,1.0,0
3,4,15.0,0.0,58,59,0,0,1,0,0,1,1.0,-1
3,4,15.0,15.0,59,59,0,0,1,0,1,0,2.0,0
3,4,30.0,15.0,60,59,0,0,1,0,1,0,3.0,1
3,4,40.0,15.0,61,59,0,0,1,0,1,0,3.0,2
4,4,0.0,0.0,61,60,0,0,0,1,0,1,3.0,1
4,4,0.0,15.0,61,61,0,0,0,1,0,1,2.0,0
4,4,0.0,30.0,61,62,0,0,0,1,0,1,1.0,-1
4,4,0.0,40.0,61,63,0,0,0,1,0,1,0.0,-2
4,5,0.0,0.0,61,64,0,0,1,0,0,1,0.0,-3
4,5,0.0,15.0,62,64,0,0,1,0,1,0,1.0,-2
4,5,15.0,15.0,62,65,0,0,1,0,0,1,1.0,-3
4,5,15.0,30.0,63,65,0,0,1,0,1,0,2.0,-2
4,5,30.0,30.0,64,65,0,0,1,0,1,0,3.0,-1
4,5,40.0,30.0,65,65,0,0,1,0,1,0,3.0,0
5,5,0.0,0.0,65,66,0,0,0,1,0,1,3.0,-1
5,5,0.0,15.0,65,67,0,0,0,1,0,1,2.0,-2
5,5,0.0,30.0,65,68,0,0,0,1,0,1,1.0,-3
5,5,0.0,40.0,66,68,0,0,0,1,1,0,1.0,-2
5,5,15.0,40.0,66,69,0,0,0,1,0,1,1.0,-3
5,6,0.0,0.0,67,69,0,0,1,0,1,0,2.0,-2
5,6,15.0,0.0,67,70,0,0,1,0,0,1,2.0,-3
5,6,15.0,15.0,68,70,0,0,1,0,1,0,2.0,-2
5,6,30.0,15.0,69,70,0,0,1,0,1,0,3.0,-1
5,6,40.0,15.0,70,70,0,0,1,0,1,0,3.0,0
6,6,0.0,0.0,70,71,0,0,0,1,0,1,3.0,-1
6,6,0.0,15.0,71,71,0,0,1,0,1,0,3.0,0
6,6,15.0,15.0,72,71,0,0,1,0,1,0,3.0,1
6,6,30.0,15.0,72,72,0,0,0,1,0,1,2.0,0
6,6,30.0,30.0,72,73,0,0,0,1,0,1,2.0,-1
6,6,30.0,41.32,73,73,0,0,1,0,1,0,2.0,0
6,6,41.32,41.32,74,73,0,0,1,0,1,0,2.0,1
6,6,41.32,41.32,75,73,0,0,0,1,1,0,3.0,2
6,6,41.32,41.32,76,73,0,0,0,1,1,0,4.0,3
6,6,41.32,41.32,77,73,0,0,1,0,1,0,4.0,4
0,0,0.0,0.0,78,73,0,0,1,0,1,0,4.0,5
0,0,15.0,0.0,78,74,0,0,1,0,0,1,3.0,4
0,0,15.0,15.0,79,74,0,0,1,0,1,0,3.0,5
0,0,30.0,15.0,80,74,0,0,1,0,1,0,3.0,6
0,0,40.0,15.0,81,74,0,0,1,0,1,0,3.0,7
1,0,0.0,0.0,81,75,0,0,0,1,0,1,3.0,6
1,0,0.0,15.0,82,75,0,0,0,1,1,0,3.0,7
1,0,15.0,15.0,83,75,0,0,0,1,1,0,3.0,8
1,0,30.0,15.0,83,76,0,0,0,1,0,1,2.0,7
1,0,30.0,30.0,83,77,0,0,0,1,0,1,2.0,6
1,0,30.0,40.0,83,78,0,0,0,1,0,1,1.0,5
1,1,0.0,0.0,84,78,0,0,1,0,1,0,1.0,6
1,1,15.0,0.0,84,79,0,0,1,0,0,1,1.0,5
1,1,15.0,15.0,85,79,0,0,1,0,1,0,2.0,6
1,1,30.0,15.0,86,79,0,0,1,0,1,0,3.0,7
1,1,40.0,15.0,87,79,0,0,1,0,1,0,3.0,8
2,1,0.0,0.0,88,79,0,0,0,1,1,0,4.0,9
2,1,15.0,0.0,89,79,0,0,0,1,1,0,4.0,10
2,1,30.0,0.0,89,80,0,0,0,1,0,1,3.0,9
2,1,30.0,15.0,89,81,0,0,0,1,0,1,2.0,8
2,1,30.0,30.0,90,81,0,0,0,1,1,0,2.0,9
2,1,40.0,30.0,90,82,0,0,0,1,0,1,1.0,8
2,1,40.0,40.0,90,83,0,0,0,1,0,1,1.0,7
2,1,40.0,50.0,91,83,0,0,0,1,1,0,2.0,8
2,1,40.0,40.0,91,84,0,0,0,1,0,1,1.0,7
2,1,40.0,50.0,91,85,0,0,0,1,0,1,1.0,6
2,2,0.0,0.0,92,85,0,0,1,0,1,0,2.0,7
2,2,15.0,0.0,93,85,0,0,1,0,1,0,2.0,8
2,2,30.0,0.0,94,85,0,0,1,0,1,0,3.0,9
2,2,40.0,0.0,95,85,0,0,1,0,1,0,4.0,10
3,2,0.0,0.0,95,86,0,0,0,1,0,1,3.0,9
3,2,0.0,15.0,95,87,0,0,0,1,0,1,2.0,8
3,2,0.0,30.0,95,88,0,0,0,1,0,1,1.0,7
3,2,0.0,40.0,95,89,0,0,0,1,0,1,0.0,6
3,3,0.0,0.0,96,89,0,0,1,0,1,0,1.0,7
3,3,15.0,0.0,97,89,0,0,1,0,1,0,2.0,8
3,3,30.0,0.0,98,89,0,0,1,0,1,0,3.0,9
3,3,40.0,0.0,99,89,0,0,1,0,1,0,4.0,10
4,3,0.0,0.0,100,89,0,0,0,1,1,0,4.0,11
4,3,15.0,0.0,101,89,0,0,0,1,1,0,4.0,12
4,3,30.0,0.0,101,90,0,0,0,1,0,1,3.0,11
4,3,30.0,15.0,101,91,0,0,0,1,0,1,2.0,10
4,3,30.0,30.0,101,92,0,0,0,1,0,1,1.0,9
4,3,30.0,40.0,102,92,0,0,0,1,1,0,1.0,10
4,3,40.0,40.0,102,93,0,0,0,1,0,1,1.0,9
4,3,40.0,50.0,102,94,0,0,0,1,0,1,1.0,8
4,4,0.0,0.0,103,94,0,0,1,0,1,0,2.0,9
4,4,15.0,0.0,104,94,0,0,1,0,1,0,2.0,10
4,4,30.0,0.0,105,94,0,0,1,0,1,0,3.0,11
